latitude,longitude,altitude,geometry,coordinates,NO2_column_number_density_max,NO2_column_number_density_mean,NO2_column_number_density_min,NO2_column_number_density_p25,NO2_column_number_density_p50,NO2_column_number_density_p75,NO2_column_number_density_stdDev,area_name,centroid_lat,centroid_lon,date,day,geometry_type,month,year
,,,Polygon,"55.52306880513846,25.27892224495855,55.52950610677421,25.288739704492663,55.536758241704696,25.2984397291951,55.54289569417654,25.307247140342774,55.54358989353386,25.310602688465835,55.54376913295197,25.313958235302405,55.524558064310796,25.316888383155174,55.505431788741994,25.320514335918226,55.50483097392266,25.31822556004831,55.49671944807493,25.306917502724335,55.48830905937457,25.29570595848976,55.52306880513846,25.27892224495855",0.0010446918895468116,0.0008185587594860505,0.000771095418572806,0.0007797490106895566,0.0007797490106895566,0.0007892227197158798,0.00009328639649852809,muwaileh_suburb,25.30160658284267,55.516946501810445,2018-07-21,21,polygon,7,2018
,,,Polygon,"55.52306880513846,25.27892224495855,55.52950610677421,25.288739704492663,55.536758241704696,25.2984397291951,55.54289569417654,25.307247140342774,55.54358989353386,25.310602688465835,55.54376913295197,25.313958235302405,55.524558064310796,25.316888383155174,55.505431788741994,25.320514335918226,55.50483097392266,25.31822556004831,55.49671944807493,25.306917502724335,55.48830905937457,25.29570595848976,55.52306880513846,25.27892224495855",,,,,,,,muwaileh_suburb,25.30160658284267,55.516946501810445,2018-07-22,22,polygon,7,2018
,,,Polygon,"55.52306880513846,25.27892224495855,55.52950610677421,25.288739704492663,55.536758241704696,25.2984397291951,55.54289569417654,25.307247140342774,55.54358989353386,25.310602688465835,55.54376913295197,25.313958235302405,55.524558064310796,25.316888383155174,55.505431788741994,25.320514335918226,55.50483097392266,25.31822556004831,55.49671944807493,25.306917502724335,55.48830905937457,25.29570595848976,55.52306880513846,25.27892224495855",0.00020422956731636077,0.00020084193449444398,0.00016942342335823923,0.00020422956731636077,0.00020422956731636077,0.00020422956731636077,0.000011082893322484489,muwaileh_suburb,25.30160658284267,55.516946501810445,2018-07-22,22,polygon,7,2018
,,,Polygon,"55.52306880513846,25.27892224495855,55.52950610677421,25.288739704492663,55.536758241704696,25.2984397291951,55.54289569417654,25.307247140342774,55.54358989353386,25.310602688465835,55.54376913295197,25.313958235302405,55.524558064310796,25.316888383155174,55.505431788741994,25.320514335918226,55.50483097392266,25.31822556004831,55.49671944807493,25.306917502724335,55.48830905937457,25.29570595848976,55.52306880513846,25.27892224495855",0.0002218451159365702,0.0002037472775550579,0.00020019897783640772,0.00020019897783640772,0.00020332353511509957,0.00020566691819112748,0.000005500820180051229,muwaileh_suburb,25.30160658284267,55.516946501810445,2018-07-22,22,polygon,7,2018
,,,Polygon,"55.52306880513846,25.27892224495855,55.52950610677421,25.288739704492663,55.536758241704696,25.2984397291951,55.54289569417654,25.307247140342774,55.54358989353386,25.310602688465835,55.54376913295197,25.313958235302405,55.524558064310796,25.316888383155174,55.505431788741994,25.320514335918226,55.50483097392266,25.31822556004831,55.49671944807493,25.306917502724335,55.48830905937457,25.29570595848976,55.52306880513846,25.27892224495855",,,,,,,,muwaileh_suburb,25.30160658284267,55.516946501810445,2018-07-23,23,polygon,7,2018
,,,Polygon,"55.52306880513846,25.27892224495855,55.52950610677421,25.288739704492663,55.536758241704696,25.2984397291951,55.54289569417654,25.307247140342774,55.54358989353386,25.310602688465835,55.54376913295197,25.313958235302405,55.524558064310796,25.316888383155174,55.505431788741994,25.320514335918226,55.50483097392266,25.31822556004831,55.49671944807493,25.306917502724335,55.48830905937457,25.29570595848976,55.52306880513846,25.27892224495855",0.00027320958906784654,0.0002213963083335001,0.00019618788792286068,0.00019618788792286068,0.00020381843205541372,0.0002457398241358796,0.00003249518548175737,muwaileh_suburb,25.30160658284267,55.516946501810445,2018-07-23,23,polygon,7,2018
,,,Polygon,"55.52306880513846,25.27892224495855,55.52950610677421,25.288739704492663,55.536758241704696,25.2984397291951,55.54289569417654,25.307247140342774,55.54358989353386,25.310602688465835,55.54376913295197,25.313958235302405,55.524558064310796,25.316888383155174,55.505431788741994,25.320514335918226,55.50483097392266,25.31822556004831,55.49671944807493,25.306917502724335,55.48830905937457,25.29570595848976,55.52306880513846,25.27892224495855",0.00029533079941757023,0.0002924066249412678,0.0002661666658241302,0.0002947272083185665,0.00029533079941757023,0.00029533079941757023,0.000009092447146426982,muwaileh_suburb,25.30160658284267,55.516946501810445,2018-07-24,24,polygon,7,2018
,,,Polygon,"55.52306880513846,25.27892224495855,55.52950610677421,25.288739704492663,55.536758241704696,25.2984397291951,55.54289569417654,25.307247140342774,55.54358989353386,25.310602688465835,55.54376913295197,25.313958235302405,55.524558064310796,25.316888383155174,55.505431788741994,25.320514335918226,55.50483097392266,25.31822556004831,55.49671944807493,25.306917502724335,55.48830905937457,25.29570595848976,55.52306880513846,25.27892224495855",0.00021361011022236198,0.00016962314775343211,0.00016035874143654195,0.00016386827337555587,0.00016427321764379124,0.00017441141186199462,0.000014069629128027777,muwaileh_suburb,25.30160658284267,55.516946501810445,2018-07-25,25,polygon,7,2018
,,,Polygon,"55.52306880513846,25.27892224495855,55.52950610677421,25.288739704492663,55.536758241704696,25.2984397291951,55.54289569417654,25.307247140342774,55.54358989353386,25.310602688465835,55.54376913295197,25.313958235302405,55.524558064310796,25.316888383155174,55.505431788741994,25.320514335918226,55.50483097392266,25.31822556004831,55.49671944807493,25.306917502724335,55.48830905937457,25.29570595848976,55.52306880513846,25.27892224495855",,,,,,,,muwaileh_suburb,25.30160658284267,55.516946501810445,2018-07-25,25,polygon,7,2018
,,,Polygon,"55.52306880513846,25.27892224495855,55.52950610677421,25.288739704492663,55.536758241704696,25.2984397291951,55.54289569417654,25.307247140342774,55.54358989353386,25.310602688465835,55.54376913295197,25.313958235302405,55.524558064310796,25.316888383155174,55.505431788741994,25.320514335918226,55.50483097392266,25.31822556004831,55.49671944807493,25.306917502724335,55.48830905937457,25.29570595848976,55.52306880513846,25.27892224495855",0.00017912252224050462,0.00017912252224050462,0.00017912252224050462,0.00017912252224050462,0.00017912252224050462,0.00017912252224050462,0,muwaileh_suburb,25.30160658284267,55.516946501810445,2018-07-26,26,polygon,7,2018
,,,Polygon,"55.52306880513846,25.27892224495855,55.52950610677421,25.288739704492663,55.536758241704696,25.2984397291951,55.54289569417654,25.307247140342774,55.54358989353386,25.310602688465835,55.54376913295197,25.313958235302405,55.524558064310796,25.316888383155174,55.505431788741994,25.320514335918226,55.50483097392266,25.31822556004831,55.49671944807493,25.306917502724335,55.48830905937457,25.29570595848976,55.52306880513846,25.27892224495855",0.00016488844994455576,0.00015982477158198798,0.00015941672609187663,0.00015941672609187663,0.00015941672609187663,0.00015941672609187663,0.0000014954257473588938,muwaileh_suburb,25.30160658284267,55.516946501810445,2018-07-26,26,polygon,7,2018
,,,Polygon,"55.52306880513846,25.27892224495855,55.52950610677421,25.288739704492663,55.536758241704696,25.2984397291951,55.54289569417654,25.307247140342774,55.54358989353386,25.310602688465835,55.54376913295197,25.313958235302405,55.524558064310796,25.316888383155174,55.505431788741994,25.320514335918226,55.50483097392266,25.31822556004831,55.49671944807493,25.306917502724335,55.48830905937457,25.29570595848976,55.52306880513846,25.27892224495855",0.00016332270752172917,0.00015939117815626556,0.00015390511543955654,0.00015862663727821222,0.00016022285500543522,0.00016049110854510218,0.0000027561344320949153,muwaileh_suburb,25.30160658284267,55.516946501810445,2018-07-27,27,polygon,7,2018
,,,Polygon,"55.52306880513846,25.27892224495855,55.52950610677421,25.288739704492663,55.536758241704696,25.2984397291951,55.54289569417654,25.307247140342774,55.54358989353386,25.310602688465835,55.54376913295197,25.313958235302405,55.524558064310796,25.316888383155174,55.505431788741994,25.320514335918226,55.50483097392266,25.31822556004831,55.49671944807493,25.306917502724335,55.48830905937457,25.29570595848976,55.52306880513846,25.27892224495855",0.0003639560891315341,0.00033359981070438575,0.0003184097004123032,0.0003184097004123032,0.0003184097004123032,0.00035711873863115864,0.000020050879163395922,muwaileh_suburb,25.30160658284267,55.516946501810445,2018-07-28,28,polygon,7,2018
,,,Polygon,"55.52306880513846,25.27892224495855,55.52950610677421,25.288739704492663,55.536758241704696,25.2984397291951,55.54289569417654,25.307247140342774,55.54358989353386,25.310602688465835,55.54376913295197,25.313958235302405,55.524558064310796,25.316888383155174,55.505431788741994,25.320514335918226,55.50483097392266,25.31822556004831,55.49671944807493,25.306917502724335,55.48830905937457,25.29570595848976,55.52306880513846,25.27892224495855",,,,,,,,muwaileh_suburb,25.30160658284267,55.516946501810445,2018-07-28,28,polygon,7,2018
,,,Polygon,"55.52306880513846,25.27892224495855,55.52950610677421,25.288739704492663,55.536758241704696,25.2984397291951,55.54289569417654,25.307247140342774,55.54358989353386,25.310602688465835,55.54376913295197,25.313958235302405,55.524558064310796,25.316888383155174,55.505431788741994,25.320514335918226,55.50483097392266,25.31822556004831,55.49671944807493,25.306917502724335,55.48830905937457,25.29570595848976,55.52306880513846,25.27892224495855",,,,,,,,muwaileh_suburb,25.30160658284267,55.516946501810445,2018-07-29,29,polygon,7,2018
,,,Polygon,"55.52306880513846,25.27892224495855,55.52950610677421,25.288739704492663,55.536758241704696,25.2984397291951,55.54289569417654,25.307247140342774,55.54358989353386,25.310602688465835,55.54376913295197,25.313958235302405,55.524558064310796,25.316888383155174,55.505431788741994,25.320514335918226,55.50483097392266,25.31822556004831,55.49671944807493,25.306917502724335,55.48830905937457,25.29570595848976,55.52306880513846,25.27892224495855",0.0004497472837101668,0.0003768370446005416,0.00019424683705437928,0.0003753774508368224,0.0003753774508368224,0.0003926691336420416,0.00006603687277409741,muwaileh_suburb,25.30160658284267,55.516946501810445,2018-07-29,29,polygon,7,2018
,,,Polygon,"55.52306880513846,25.27892224495855,55.52950610677421,25.288739704492663,55.536758241704696,25.2984397291951,55.54289569417654,25.307247140342774,55.54358989353386,25.310602688465835,55.54376913295197,25.313958235302405,55.524558064310796,25.316888383155174,55.505431788741994,25.320514335918226,55.50483097392266,25.31822556004831,55.49671944807493,25.306917502724335,55.48830905937457,25.29570595848976,55.52306880513846,25.27892224495855",0.0003661933567087775,0.00034662958521868687,0.0003203163214493543,0.0003482880420051515,0.0003482880420051515,0.0003482880420051515,0.00000991047782117759,muwaileh_suburb,25.30160658284267,55.516946501810445,2018-07-30,30,polygon,7,2018
,,,Polygon,"55.52306880513846,25.27892224495855,55.52950610677421,25.288739704492663,55.536758241704696,25.2984397291951,55.54289569417654,25.307247140342774,55.54358989353386,25.310602688465835,55.54376913295197,25.313958235302405,55.524558064310796,25.316888383155174,55.505431788741994,25.320514335918226,55.50483097392266,25.31822556004831,55.49671944807493,25.306917502724335,55.48830905937457,25.29570595848976,55.52306880513846,25.27892224495855",0.0005702609827395686,0.0005684247216132828,0.0005675361026078463,0.0005675361026078463,0.0005675361026078463,0.0005695172284110943,0.0000012030651977603332,muwaileh_suburb,25.30160658284267,55.516946501810445,2018-07-31,31,polygon,7,2018
,,,Polygon,"55.52306880513846,25.27892224495855,55.52950610677421,25.288739704492663,55.536758241704696,25.2984397291951,55.54289569417654,25.307247140342774,55.54358989353386,25.310602688465835,55.54376913295197,25.313958235302405,55.524558064310796,25.316888383155174,55.505431788741994,25.320514335918226,55.50483097392266,25.31822556004831,55.49671944807493,25.306917502724335,55.48830905937457,25.29570595848976,55.52306880513846,25.27892224495855",0.0005674649146385491,0.00046790267270708,0.00041643054357659814,0.00043747274321503937,0.00043747274321503937,0.0005065174519890587,0.00005682834800393754,muwaileh_suburb,25.30160658284267,55.516946501810445,2018-08-01,1,polygon,8,2018
,,,Polygon,"55.52306880513846,25.27892224495855,55.52950610677421,25.288739704492663,55.536758241704696,25.2984397291951,55.54289569417654,25.307247140342774,55.54358989353386,25.310602688465835,55.54376913295197,25.313958235302405,55.524558064310796,25.316888383155174,55.505431788741994,25.320514335918226,55.50483097392266,25.31822556004831,55.49671944807493,25.306917502724335,55.48830905937457,25.29570595848976,55.52306880513846,25.27892224495855",0.0003624356468208134,0.00017691740888374597,0.0001617894449736923,0.0001617894449736923,0.0001617894449736923,0.0001886189476918523,0.00004750198199929735,muwaileh_suburb,25.30160658284267,55.516946501810445,2018-08-02,2,polygon,8,2018
,,,Polygon,"55.52306880513846,25.27892224495855,55.52950610677421,25.288739704492663,55.536758241704696,25.2984397291951,55.54289569417654,25.307247140342774,55.54358989353386,25.310602688465835,55.54376913295197,25.313958235302405,55.524558064310796,25.316888383155174,55.505431788741994,25.320514335918226,55.50483097392266,25.31822556004831,55.49671944807493,25.306917502724335,55.48830905937457,25.29570595848976,55.52306880513846,25.27892224495855",0.0002587703929748386,0.0002535711874969161,0.00023533136118203402,0.00025310784326517365,0.0002531989817313958,0.0002587703929748386,0.000006611696941253531,muwaileh_suburb,25.30160658284267,55.516946501810445,2018-08-02,2,polygon,8,2018
,,,Polygon,"55.52306880513846,25.27892224495855,55.52950610677421,25.288739704492663,55.536758241704696,25.2984397291951,55.54289569417654,25.307247140342774,55.54358989353386,25.310602688465835,55.54376913295197,25.313958235302405,55.524558064310796,25.316888383155174,55.505431788741994,25.320514335918226,55.50483097392266,25.31822556004831,55.49671944807493,25.306917502724335,55.48830905937457,25.29570595848976,55.52306880513846,25.27892224495855",,,,,,,,muwaileh_suburb,25.30160658284267,55.516946501810445,2018-08-02,2,polygon,8,2018
,,,Polygon,"55.52306880513846,25.27892224495855,55.52950610677421,25.288739704492663,55.536758241704696,25.2984397291951,55.54289569417654,25.307247140342774,55.54358989353386,25.310602688465835,55.54376913295197,25.313958235302405,55.524558064310796,25.316888383155174,55.505431788741994,25.320514335918226,55.50483097392266,25.31822556004831,55.49671944807493,25.306917502724335,55.48830905937457,25.29570595848976,55.52306880513846,25.27892224495855",0.00022491974232252687,0.00019904724249336298,0.00019319237617310137,0.00019319237617310137,0.00019319237617310137,0.00019352866338082837,0.00001197229253301748,muwaileh_suburb,25.30160658284267,55.516946501810445,2018-08-03,3,polygon,8,2018
,,,Polygon,"55.52306880513846,25.27892224495855,55.52950610677421,25.288739704492663,55.536758241704696,25.2984397291951,55.54289569417654,25.307247140342774,55.54358989353386,25.310602688465835,55.54376913295197,25.313958235302405,55.524558064310796,25.316888383155174,55.505431788741994,25.320514335918226,55.50483097392266,25.31822556004831,55.49671944807493,25.306917502724335,55.48830905937457,25.29570595848976,55.52306880513846,25.27892224495855",,,,,,,,muwaileh_suburb,25.30160658284267,55.516946501810445,2018-08-03,3,polygon,8,2018
,,,Polygon,"55.52306880513846,25.27892224495855,55.52950610677421,25.288739704492663,55.536758241704696,25.2984397291951,55.54289569417654,25.307247140342774,55.54358989353386,25.310602688465835,55.54376913295197,25.313958235302405,55.524558064310796,25.316888383155174,55.505431788741994,25.320514335918226,55.50483097392266,25.31822556004831,55.49671944807493,25.306917502724335,55.48830905937457,25.29570595848976,55.52306880513846,25.27892224495855",0.00026268133660778403,0.0002506189014426079,0.00020132183154311935,0.00024403932021802642,0.00026268133660778403,0.00026268133660778403,0.000020322098567068827,muwaileh_suburb,25.30160658284267,55.516946501810445,2018-08-04,4,polygon,8,2018
,,,Polygon,"55.52306880513846,25.27892224495855,55.52950610677421,25.288739704492663,55.536758241704696,25.2984397291951,55.54289569417654,25.307247140342774,55.54358989353386,25.310602688465835,55.54376913295197,25.313958235302405,55.524558064310796,25.316888383155174,55.505431788741994,25.320514335918226,55.50483097392266,25.31822556004831,55.49671944807493,25.306917502724335,55.48830905937457,25.29570595848976,55.52306880513846,25.27892224495855",0.00021412589242918604,0.00020738445932270584,0.00020512702758423984,0.00020517868696720115,0.0002077549987287944,0.0002077978861052543,0.0000024066017204554414,muwaileh_suburb,25.30160658284267,55.516946501810445,2018-08-05,5,polygon,8,2018
,,,Polygon,"55.52306880513846,25.27892224495855,55.52950610677421,25.288739704492663,55.536758241704696,25.2984397291951,55.54289569417654,25.307247140342774,55.54358989353386,25.310602688465835,55.54376913295197,25.313958235302405,55.524558064310796,25.316888383155174,55.505431788741994,25.320514335918226,55.50483097392266,25.31822556004831,55.49671944807493,25.306917502724335,55.48830905937457,25.29570595848976,55.52306880513846,25.27892224495855",0.00018753476615529507,0.00018467345082364388,0.0001677804539212957,0.0001871568225972888,0.00018753476615529507,0.00018753476615529507,0.000007191826952757934,muwaileh_suburb,25.30160658284267,55.516946501810445,2018-08-06,6,polygon,8,2018
,,,Polygon,"55.52306880513846,25.27892224495855,55.52950610677421,25.288739704492663,55.536758241704696,25.2984397291951,55.54289569417654,25.307247140342774,55.54358989353386,25.310602688465835,55.54376913295197,25.313958235302405,55.524558064310796,25.316888383155174,55.505431788741994,25.320514335918226,55.50483097392266,25.31822556004831,55.49671944807493,25.306917502724335,55.48830905937457,25.29570595848976,55.52306880513846,25.27892224495855",,,,,,,,muwaileh_suburb,25.30160658284267,55.516946501810445,2018-08-06,6,polygon,8,2018
,,,Polygon,"55.52306880513846,25.27892224495855,55.52950610677421,25.288739704492663,55.536758241704696,25.2984397291951,55.54289569417654,25.307247140342774,55.54358989353386,25.310602688465835,55.54376913295197,25.313958235302405,55.524558064310796,25.316888383155174,55.505431788741994,25.320514335918226,55.50483097392266,25.31822556004831,55.49671944807493,25.306917502724335,55.48830905937457,25.29570595848976,55.52306880513846,25.27892224495855",,,,,,,,muwaileh_suburb,25.30160658284267,55.516946501810445,2018-08-07,7,polygon,8,2018
,,,Polygon,"55.52306880513846,25.27892224495855,55.52950610677421,25.288739704492663,55.536758241704696,25.2984397291951,55.54289569417654,25.307247140342774,55.54358989353386,25.310602688465835,55.54376913295197,25.313958235302405,55.524558064310796,25.316888383155174,55.505431788741994,25.320514335918226,55.50483097392266,25.31822556004831,55.49671944807493,25.306917502724335,55.48830905937457,25.29570595848976,55.52306880513846,25.27892224495855",0.0003914940170943737,0.0003690187197577247,0.0002801460422919598,0.00033246728708036244,0.0003914940170943737,0.0003914940170943737,0.000037922439770597495,muwaileh_suburb,25.30160658284267,55.516946501810445,2018-08-07,7,polygon,8,2018
,,,Polygon,"55.52306880513846,25.27892224495855,55.52950610677421,25.288739704492663,55.536758241704696,25.2984397291951,55.54289569417654,25.307247140342774,55.54358989353386,25.310602688465835,55.54376913295197,25.313958235302405,55.524558064310796,25.316888383155174,55.505431788741994,25.320514335918226,55.50483097392266,25.31822556004831,55.49671944807493,25.306917502724335,55.48830905937457,25.29570595848976,55.52306880513846,25.27892224495855",0.0002333076116865521,0.00023267596539323985,0.00022769444331061095,0.00023295587743632495,0.00023295587743632495,0.00023295587743632495,0.000001817753135246962,muwaileh_suburb,25.30160658284267,55.516946501810445,2018-08-07,7,polygon,8,2018
,,,Polygon,"55.52306880513846,25.27892224495855,55.52950610677421,25.288739704492663,55.536758241704696,25.2984397291951,55.54289569417654,25.307247140342774,55.54358989353386,25.310602688465835,55.54376913295197,25.313958235302405,55.524558064310796,25.316888383155174,55.505431788741994,25.320514335918226,55.50483097392266,25.31822556004831,55.49671944807493,25.306917502724335,55.48830905937457,25.29570595848976,55.52306880513846,25.27892224495855",,,,,,,,muwaileh_suburb,25.30160658284267,55.516946501810445,2018-08-08,8,polygon,8,2018
,,,Polygon,"55.52306880513846,25.27892224495855,55.52950610677421,25.288739704492663,55.536758241704696,25.2984397291951,55.54289569417654,25.307247140342774,55.54358989353386,25.310602688465835,55.54376913295197,25.313958235302405,55.524558064310796,25.316888383155174,55.505431788741994,25.320514335918226,55.50483097392266,25.31822556004831,55.49671944807493,25.306917502724335,55.48830905937457,25.29570595848976,55.52306880513846,25.27892224495855",0.00017316805315203965,0.00015843183884203246,0.0001511695299996063,0.0001511695299996063,0.0001511695299996063,0.00016721928151543225,0.000009839542209930581,muwaileh_suburb,25.30160658284267,55.516946501810445,2018-08-08,8,polygon,8,2018
,,,Polygon,"55.52306880513846,25.27892224495855,55.52950610677421,25.288739704492663,55.536758241704696,25.2984397291951,55.54289569417654,25.307247140342774,55.54358989353386,25.310602688465835,55.54376913295197,25.313958235302405,55.524558064310796,25.316888383155174,55.505431788741994,25.320514335918226,55.50483097392266,25.31822556004831,55.49671944807493,25.306917502724335,55.48830905937457,25.29570595848976,55.52306880513846,25.27892224495855",0.00010459114128025249,0.00009436641069797567,0.00008947515016188845,0.0000908788772227927,0.00009311392897154781,0.00009925386984832585,0.000004585738547999845,muwaileh_suburb,25.30160658284267,55.516946501810445,2018-08-09,9,polygon,8,2018
,,,Polygon,"55.52306880513846,25.27892224495855,55.52950610677421,25.288739704492663,55.536758241704696,25.2984397291951,55.54289569417654,25.307247140342774,55.54358989353386,25.310602688465835,55.54376913295197,25.313958235302405,55.524558064310796,25.316888383155174,55.505431788741994,25.320514335918226,55.50483097392266,25.31822556004831,55.49671944807493,25.306917502724335,55.48830905937457,25.29570595848976,55.52306880513846,25.27892224495855",,,,,,,,muwaileh_suburb,25.30160658284267,55.516946501810445,2018-08-09,9,polygon,8,2018
